DM Sigma Time Sample Downfact
0.50 5.25 192.24281 2936072 14
0.50 12.21 192.273125 2936535 14
0.50 8.50 192.303768 2937003 6
0.50 6.91 192.334476 2937472 9
0.50 5.62 192.334804 2937477 9
0.50 13.83 192.395827 2938409 14
0.50 5.45 192.396351 2938417 14
0.50 8.38 192.42719 2938888 9
0.50 5.71 192.45875 2939370 2
0.50 9.90 192.490048 2939848 9
0.50 5.76 192.521673 2940331 9
0.50 8.72 192.586101 2941315 14
0.50 11.28 192.618512 2941810 9
0.50 8.30 192.651185 2942309 9
0.50 9.78 192.683137 2942797 14
0.50 11.17 192.715089 2943285 14
0.50 7.45 192.715613 2943293 14
0.50 8.18 192.74678 2943769 9
0.50 10.71 192.778863 2944259 9
0.50 6.34 192.77919 2944264 9
0.50 7.63 192.810619 2944744 6
0.50 12.80 192.842506 2945231 14
0.50 6.74 192.84303 2945239 14
0.50 9.99 192.874589 2945721 14
0.50 12.67 192.906804 2946213 14
0.50 6.02 192.907327 2946221 14
0.50 8.98 192.971756 2947205 9
0.50 5.64 193.004952 2947712 6
0.50 5.56 193.102643 2949204 6
0.50 5.92 193.135315 2949703 14
0.50 9.87 193.167923 2950201 14
0.50 7.41 193.234054 2951211 14
0.50 7.30 193.267774 2951726 14
0.50 5.23 193.301167 2952236 2
0.50 12.03 193.335607 2952762 14
0.50 5.85 193.405274 2953826 9
0.50 10.90 193.440042 2954357 9
0.50 5.57 193.474679 2954886 6
0.50 5.60 193.50997 2955425 14
0.50 9.66 193.545196 2955963 14
0.50 8.70 193.652643 2957604 20
0.50 6.31 193.725321 2958714 6
0.50 6.20 193.798524 2959832 14
0.50 5.79 193.872774 2960966 14
0.50 5.28 193.942768 2962035 100
0.50 7.28 193.987095 2962712 45
0.50 6.86 194.03522 2963447 100
0.50 7.22 194.082887 2964175 100
0.50 8.12 194.180054 2965659 9
0.50 9.66 194.21803 2966239 9
0.50 7.02 194.218357 2966244 9
0.50 5.47 194.224185 2966333 100
0.50 6.80 194.269101 2967019 70
0.50 6.54 194.322464 2967834 100
0.50 7.63 194.373667 2968616 100
0.50 6.50 194.424542 2969393 100
0.50 6.36 194.478363 2970215 100
0.50 5.49 194.527601 2970967 100
0.50 5.36 194.552417 2971346 45
0.50 7.24 194.630268 2972535 150
0.50 8.17 194.680619 2973304 9
0.50 7.12 194.722458 2973943 100
0.50 7.86 194.769012 2974654 70
0.50 7.60 194.818708 2975413 100
0.50 6.13 194.867095 2976152 150
0.50 5.31 194.912405 2976844 100
0.50 5.16 194.952738 2977460 70
0.50 7.96 195.071119 2979268 6
0.50 8.14 195.152833 2980516 14
0.50 6.56 195.153357 2980524 14
0.50 5.71 195.655821 2988198 45
0.50 5.47 195.801506 2990423 150
0.50 5.69 195.921 2992248 100
0.50 5.41 195.971351 2993017 45
0.50 5.18 196.650143 3003384 6
0.50 7.23 196.901375 3007221 14
0.50 10.79 197.387143 3014640 20
0.50 6.33 197.477762 3016024 6
0.50 5.46 197.605964 3017982 3
0.50 6.14 197.625411 3018279 3
0.50 5.61 197.740452 3020036 70
0.50 6.79 197.933607 3022986 9
0.50 6.69 197.96078 3023401 9
0.50 7.85 201.095452 3071276 9
0.50 7.67 201.263006 3073835 9
0.50 5.91 201.714988 3080738 9
0.50 5.22 201.958167 3084452 150
0.50 5.10 202.04944 3085846 4
0.50 6.36 202.075304 3086241 14
0.50 5.20 202.20272 3088187 9
0.50 7.40 202.279458 3089359 6
0.50 6.18 202.330464 3090138 6
0.50 5.55 202.355673 3090523 20
0.50 5.20 202.381536 3090918 9
0.50 6.89 202.484661 3092493 4
0.50 11.51 202.510131 3092882 14
0.50 5.00 202.535863 3093275 20
0.50 6.50 202.562381 3093680 20
0.50 7.68 202.613845 3094466 6
0.50 8.52 202.639839 3094863 6
0.50 5.78 202.66603 3095263 14
0.50 8.30 202.719262 3096076 6
0.50 5.73 202.79875 3097290 3
0.50 6.15 202.826839 3097719 9
0.50 12.40 202.90803 3098959 14
0.50 7.05 202.908554 3098967 14
0.50 5.22 202.92944 3099286 45
0.50 5.11 202.936185 3099389 4
0.50 7.04 202.96375 3099810 30
0.50 11.68 202.99269 3100252 9
0.50 6.70 203.0215 3100692 20
0.50 7.00 203.051161 3101145 9
0.50 10.25 203.169018 3102945 9
0.50 6.17 203.261405 3104356 6
0.50 10.49 203.292179 3104826 9
0.50 9.03 203.353792 3105767 14
0.50 5.26 203.447685 3107201 6
0.50 5.31 203.478786 3107676 6
0.50 9.38 203.509887 3108151 9
0.50 8.30 203.541054 3108627 14
0.50 5.30 203.572482 3109107 20
0.50 9.48 203.635339 3110067 9
0.50 5.67 203.698524 3111032 4
0.50 8.38 203.729232 3111501 14
0.50 6.29 203.884673 3113875 30
0.50 10.38 203.91525 3114342 14
0.50 5.29 203.946482 3114819 14
0.50 10.70 203.97706 3115286 9
0.50 5.93 204.068202 3116678 9
0.50 7.72 204.07678 3116809 100
0.50 11.62 204.098452 3117140 14
0.50 8.42 204.170018 3118233 70
0.50 5.27 204.172506 3118271 70
0.50 6.20 204.21906 3118982 150
0.50 7.67 204.263976 3119668 100
0.50 9.70 204.279298 3119902 14
0.50 9.04 204.311708 3120397 100
0.50 7.40 204.360946 3121149 100
0.50 5.02 204.407827 3121865 100
0.50 10.88 204.429107 3122190 14
0.50 9.57 204.458702 3122642 20
0.50 5.22 204.462696 3122703 45
0.50 6.29 204.488887 3123103 20
0.50 5.92 204.509577 3123419 70
0.50 6.44 204.56078 3124201 70
0.50 7.14 204.613095 3125000 150
0.50 8.52 204.662726 3125758 45
0.50 6.08 204.664298 3125782 45
0.50 7.91 204.715042 3126557 100
0.50 5.42 204.728006 3126755 6
0.50 7.60 204.764804 3127317 45
0.50 6.69 204.813387 3128059 150
0.50 6.45 204.862232 3128805 70
0.50 7.55 204.907083 3129490 70
0.50 5.94 204.90944 3129526 70
0.50 6.63 204.939363 3129983 20
0.50 6.37 204.95403 3130207 100
0.50 9.64 205.000256 3130913 14
0.50 9.96 205.030506 3131375 14
0.50 8.25 205.047202 3131630 100
0.50 7.72 205.121714 3132768 9
0.50 5.66 205.152161 3133233 9
0.50 6.31 205.182935 3133703 6
0.50 9.17 205.33556 3136034 9
0.50 7.39 205.365482 3136491 14
0.50 7.96 205.396321 3136962 20
0.50 7.11 205.457411 3137895 6
0.50 5.46 205.487923 3138361 9
0.50 5.67 205.549405 3139300 30
0.50 8.52 205.702161 3141633 14
0.50 5.09 205.846929 3143844 9
0.50 5.05 205.879798 3144346 70
0.50 5.15 206.398435 3152267 20
0.50 5.10 207.078274 3162650 6
0.50 5.48 208.047714 3177456 70
0.50 6.66 208.581476 3185608 70
0.50 5.28 208.681917 3187142 45
0.50 5.16 208.962875 3191433 70
0.50 5.02 209.03169 3192484 100
0.50 6.36 209.312387 3196771 100
0.50 8.25 209.359268 3197487 100
0.50 8.07 209.40628 3198205 100
0.50 5.08 209.451589 3198897 70
0.50 9.02 209.498601 3199615 70
0.50 5.94 209.501155 3199654 70
0.50 8.81 209.546726 3200350 100
0.50 6.89 209.597667 3201128 100
0.50 8.65 209.64553 3201859 150
0.50 6.16 209.695161 3202617 100
0.50 9.30 209.746625 3203403 100
0.50 6.85 209.796845 3204170 100
0.50 5.74 209.849488 3204974 100
0.50 8.84 209.900363 3205751 100
0.50 6.34 209.949798 3206506 70
0.50 5.82 210.001327 3207293 100
0.50 5.70 210.027387 3207691 6
0.50 7.07 210.048536 3208014 100
0.50 7.50 210.096857 3208752 100
0.50 9.45 210.143738 3209468 100
0.50 5.60 210.189637 3210169 100
0.50 9.05 210.282155 3211582 70
0.50 5.20 210.615625 3216675 70
0.50 5.20 210.883881 3220772 150
0.50 5.19 211.748298 3233974 70
0.50 5.40 211.83178 3235249 100
0.50 5.02 212.132119 3239836 70
0.50 5.06 213.682661 3263517 70
0.50 5.41 214.131565 3270373 70
0.50 5.08 214.182113 3271145 45
0.50 5.03 214.221857 3271752 70
0.50 7.75 214.269065 3272473 100
0.50 8.32 214.314637 3273169 70
0.50 5.08 214.317125 3273207 70
0.50 6.34 214.362435 3273899 100
0.50 5.27 214.408202 3274598 70
0.50 5.82 214.454756 3275309 150
0.50 6.08 214.502815 3276043 150
0.50 9.62 214.55081 3276776 100
0.50 9.45 214.598738 3277508 70
0.50 5.01 214.601095 3277544 70
0.50 7.33 214.651315 3278311 100
0.50 5.61 214.701012 3279070 70
0.50 7.53 214.752018 3279849 70
0.50 7.18 214.803417 3280634 150
0.50 7.53 214.905625 3282195 100
0.50 6.64 214.949821 3282870 45
0.50 8.63 214.99906 3283622 100
0.50 10.10 215.047512 3284362 100
0.50 6.23 215.094655 3285082 150
0.50 5.51 215.139702 3285770 100
0.50 7.89 215.186714 3286488 100
0.50 5.93 215.29894 3288202 45
0.50 6.03 215.680601 3294031 150
0.50 5.10 216.431286 3305496 150
0.50 5.12 216.547768 3307275 150
0.50 5.69 217.498875 3321801 45
0.50 5.38 217.548768 3322563 70
0.50 5.12 217.682863 3324611 150
0.50 5.31 217.750173 3325639 70
0.50 5.61 217.799411 3326391 45
0.50 5.08 218.915649 3343439 70
0.50 6.96 219.451048 3351616 100
0.50 8.91 219.49878 3352345 100
0.50 8.67 219.546512 3353074 100
0.50 6.37 219.593131 3353786 150
0.50 6.67 219.63903 3354487 100
0.50 5.25 219.665024 3354884 45
0.50 7.11 219.685649 3355199 150
0.50 7.32 219.73456 3355946 100
0.50 7.62 219.784387 3356707 100
0.50 6.51 219.833494 3357457 70
0.50 7.44 219.884238 3358232 70
0.50 7.83 219.933738 3358988 70
0.50 6.07 219.988149 3359819 70
0.50 6.60 220.039548 3360604 100
0.50 5.18 220.08931 3361364 70
0.50 5.14 220.13822 3362111 30
0.50 7.09 220.18628 3362845 100
0.50 7.91 220.233815 3363571 100
0.50 10.46 220.282399 3364313 100
0.50 7.26 220.329542 3365033 150
0.50 6.02 220.375113 3365729 100
0.50 7.79 220.419637 3366409 150
0.50 5.15 220.465929 3367116 45
0.50 5.07 221.282482 3379587 30
0.50 5.43 221.765304 3386961 150
0.50 5.74 222.250286 3394368 45
0.50 7.03 222.330887 3395599 150
0.50 5.03 222.50047 3398189 70
0.50 5.21 222.649036 3400458 150
0.50 5.77 222.683476 3400984 45
0.50 5.60 223.134018 3407865 45
0.50 5.11 223.701827 3416537 100
0.50 5.34 224.235655 3424690 100
0.50 6.25 224.530952 3429200 100
0.50 5.29 224.577833 3429916 100
0.50 6.98 224.624911 3430635 100
0.50 7.64 224.672185 3431357 150
0.50 5.53 224.718607 3432066 100
0.50 8.39 224.766339 3432795 150
0.50 7.87 224.814006 3433523 150
0.50 5.55 224.860298 3434230 100
0.50 6.26 224.960542 3435761 100
0.50 6.38 225.01122 3436535 100
0.50 7.22 225.060131 3437282 70
0.50 5.06 225.114542 3438113 150
0.50 7.65 225.261012 3440350 100
0.50 5.49 225.264351 3440401 100
0.50 7.80 225.354839 3441783 100
0.50 5.55 225.402899 3442517 100
0.50 6.69 225.450042 3443237 150
0.50 5.79 225.497905 3443968 150
0.50 5.18 225.618905 3445816 45
0.50 5.65 225.920946 3450429 45
0.50 5.37 226.253369 3455506 100
0.50 5.00 227.569637 3475609 150
0.50 5.26 227.605518 3476157 70
0.50 6.19 229.138512 3499570 150
0.50 6.97 229.808137 3509797 100
0.50 7.70 229.855149 3510515 100
0.50 5.62 229.901244 3511219 100
0.50 8.46 229.995137 3512653 100
0.50 7.70 230.041625 3513363 45
0.50 7.49 230.091583 3514126 100
0.50 7.48 230.142327 3514901 100
0.50 8.77 230.192155 3515662 100
0.50 5.74 230.195625 3515715 100
0.50 7.44 230.242637 3516433 100
0.50 8.52 230.293381 3517208 100
0.50 7.77 230.343339 3517971 70
0.50 6.01 230.34622 3518015 70
0.50 6.35 230.394214 3518748 100
0.50 7.40 230.444565 3519517 150
0.50 8.56 230.49256 3520250 100
0.50 8.73 230.541732 3521001 100
0.50 7.75 230.590185 3521741 150
0.50 5.94 230.638702 3522482 100
0.50 5.06 230.686173 3523207 100
0.50 5.04 230.7305 3523884 30
0.50 6.08 230.757738 3524300 100
0.50 5.05 231.894012 3541654 70
0.50 5.54 231.943774 3542414 70
0.50 5.44 233.262399 3562553 70
0.50 5.15 233.579238 3567392 1
0.50 5.28 234.296071 3578340 45
0.50 6.73 234.64244 3583630 100
0.50 8.73 234.689321 3584346 100
0.50 5.22 234.692661 3584397 100
0.50 5.24 234.761738 3585452 70
0.50 10.08 234.830946 3586509 100
0.50 7.87 234.878024 3587228 100
0.50 5.18 234.927131 3587978 150
0.50 7.40 234.973488 3588686 100
0.50 6.91 235.02253 3589435 100
0.50 7.42 235.074583 3590230 100
0.50 5.46 235.077923 3590281 100
0.50 6.93 235.122774 3590966 45
0.50 6.74 235.178232 3591813 100
0.50 10.12 235.228387 3592579 100
0.50 6.10 235.231726 3592630 100
0.50 8.48 235.279589 3593361 100
0.50 7.72 235.331054 3594147 70
0.50 7.49 235.379571 3594888 100
0.50 7.43 235.426845 3595610 150
0.50 7.99 235.47222 3596303 100
0.50 6.81 235.518577 3597011 150
0.50 7.01 235.563952 3597704 30
0.50 9.94 235.614893 3598482 100
0.50 5.02 235.880464 3602538 45
0.50 5.83 235.997405 3604324 70
0.50 5.21 236.082655 3605626 70
0.50 5.01 236.29781 3608912 70
0.50 5.32 236.647649 3614255 70
0.50 5.10 237.830869 3632326 14
0.50 5.01 238.234726 3638494 14
0.50 5.03 238.583583 3643822 100
0.50 5.06 239.084018 3651465 9
0.50 6.67 239.532923 3658321 100
0.50 5.92 239.768702 3661922 45
0.50 6.17 239.881583 3663646 150
0.50 5.12 239.918512 3664210 14
0.50 7.77 239.927875 3664353 150
0.50 7.78 240.020589 3665769 150
0.50 6.95 240.067994 3666493 100
0.50 7.78 240.116839 3667239 70
0.50 6.77 240.164637 3667969 150
0.50 6.74 240.210208 3668665 100
0.50 6.37 240.261018 3669441 100
0.50 6.33 240.313006 3670235 150
0.50 9.02 240.363619 3671008 150
0.50 6.61 240.414363 3671783 100
0.50 7.09 240.464583 3672550 100
0.50 7.86 240.516113 3673337 150
0.50 6.32 240.565679 3674094 100
0.50 7.25 240.61197 3674801 70
0.50 5.23 240.614327 3674837 70
0.50 5.86 240.659768 3675531 100
0.50 6.89 240.705536 3676230 150
0.50 8.13 240.753661 3676965 100
0.50 5.48 240.799952 3677672 100
0.50 7.60 240.848405 3678412 150
0.50 5.01 240.953429 3680016 20
0.50 5.70 241.291613 3685181 1
0.50 5.07 241.885482 3694251 20
0.50 5.86 243.588387 3720259 30
0.50 5.01 244.058571 3727440 150
0.50 6.04 244.605036 3735786 70
0.50 5.51 244.777893 3738426 45
0.50 7.48 244.826214 3739164 150
0.50 8.26 244.873619 3739888 100
0.50 9.24 244.920369 3740602 100
0.50 6.59 244.968756 3741341 150
0.50 5.53 245.015571 3742056 150
0.50 6.65 245.060423 3742741 70
0.50 8.62 245.1075 3743460 100
0.50 6.19 245.160929 3744276 150
0.50 6.36 245.210952 3745040 150
0.50 6.91 245.262089 3745821 100
0.50 6.83 245.314012 3746614 100
0.50 6.17 245.365935 3747407 100
0.50 6.24 245.468601 3748975 150
0.50 7.08 245.514238 3749672 100
0.50 7.51 245.559548 3750364 70
0.50 5.22 245.606756 3751085 100
0.50 7.01 245.654881 3751820 100
0.50 9.32 245.701435 3752531 150
0.50 5.65 245.749232 3753261 100
0.50 5.87 245.77228 3753613 70
0.50 5.18 245.939899 3756173 45
0.50 5.02 246.00603 3757183 30
0.50 5.76 246.087875 3758433 150
0.50 5.49 246.558387 3765619 100
0.50 5.66 247.723798 3783418 100
0.50 5.35 248.041619 3788272 100
0.50 5.23 248.074946 3788781 2
0.50 5.86 248.193065 3790585 150
0.50 5.49 249.441958 3809659 100
0.50 5.44 249.491524 3810416 150
0.50 7.07 250.013238 3818384 100
0.50 6.94 250.060054 3819099 100
0.50 7.51 250.108964 3819846 150
0.50 8.02 250.153554 3820527 100
0.50 6.85 250.2005 3821244 100
0.50 5.58 250.24594 3821938 45
0.50 7.02 250.297274 3822722 150
0.50 9.45 250.343369 3823426 100
0.50 6.39 250.396732 3824241 70
0.50 5.76 250.448786 3825036 100
0.50 6.25 250.497631 3825782 45
0.50 5.89 250.548179 3826554 150
0.50 5.20 250.614964 3827574 150
0.50 5.22 250.653071 3828156 100
0.50 5.38 250.679065 3828553 45
0.50 5.61 250.701589 3828897 70
0.50 8.19 250.748339 3829611 70
0.50 8.51 250.796202 3830342 100
0.50 5.79 250.843673 3831067 100
0.50 6.45 250.890815 3831787 100
0.50 9.72 250.93678 3832489 100
0.50 5.51 250.98353 3833203 150
0.50 5.87 251.362833 3838996 45
0.50 5.15 252.731548 3859900 100
0.50 5.70 254.398833 3885364 100
0.50 8.85 254.917994 3893293 100
0.50 8.39 254.964744 3894007 100
0.50 5.37 255.011363 3894719 100
0.50 7.46 255.057458 3895423 70
0.50 7.72 255.102702 3896114 70
0.50 7.95 255.151482 3896859 100
0.50 6.89 255.198429 3897576 100
0.50 6.29 255.246815 3898315 150
0.50 5.13 255.296054 3899067 100
0.50 7.13 255.346405 3899836 100
0.50 6.55 255.396232 3900597 70
0.50 7.55 255.447893 3901386 100
0.50 5.40 255.451494 3901441 100
0.50 7.96 255.499619 3902176 100
0.50 5.99 255.549119 3902932 100
0.50 6.75 255.600714 3903720 100
0.50 8.52 255.647726 3904438 100
0.50 5.14 255.651786 3904500 70
0.50 6.06 255.741292 3905867 100
0.50 5.07 255.768202 3906278 70
0.50 6.57 255.789744 3906607 100
0.50 7.10 255.835185 3907301 45
0.50 7.28 255.883506 3908039 100
0.50 6.57 256.253054 3913683 45
0.50 5.00 256.568387 3918499 30
0.50 5.56 257.471827 3932297 70
0.50 5.33 257.936774 3939398 150
0.50 5.69 258.423327 3946829 100
0.50 5.02 258.657339 3950403 70
0.50 6.37 260.149214 3973188 100
0.50 6.27 260.195637 3973897 100
0.50 8.19 260.242321 3974610 100
0.50 7.55 260.290119 3975340 100
0.50 5.19 260.359524 3976400 70
0.50 8.21 260.383292 3976763 100
0.50 7.65 260.428929 3977460 100
0.50 8.90 260.47653 3978187 100
0.50 8.73 260.527208 3978961 100
0.50 6.05 260.530548 3979012 100
0.50 8.58 260.578214 3979740 100
0.50 7.05 260.62922 3980519 100
0.50 6.54 260.680554 3981303 150
0.50 5.88 260.781583 3982846 100
0.50 6.50 260.83606 3983678 100
0.50 8.55 260.929036 3985098 100
0.50 8.95 260.976833 3985828 70
0.50 5.75 261.024173 3986551 100
0.50 9.12 261.072821 3987294 100
0.50 5.25 261.46522 3993287 150
0.50 5.51 261.7945 3998316 9
0.50 5.07 261.878702 3999602 70
0.50 5.21 261.930363 4000391 70
0.50 5.37 262.878917 4014878 70
0.50 6.29 263.048238 4017464 150
0.50 5.17 263.398536 4022814 70
0.50 5.04 264.300208 4036585 20
0.50 5.38 264.634399 4041689 100
0.50 5.08 265.055345 4048118 14
0.50 6.00 265.103601 4048855 70
0.50 7.28 265.151268 4049583 100
0.50 7.89 265.199458 4050319 150
0.50 5.46 265.245292 4051019 100
0.50 7.69 265.292107 4051734 100
0.50 5.99 265.337482 4052427 70
0.50 9.04 265.385018 4053153 70
0.50 5.49 265.387375 4053189 70
0.50 7.64 265.436548 4053940 100
0.50 8.38 265.486768 4054707 70
0.50 5.30 265.489125 4054743 70
0.50 9.71 265.538298 4055494 100
0.50 5.32 265.5895 4056276 150
0.50 5.29 265.641685 4057073 100
0.50 6.47 265.689548 4057804 150
0.50 5.95 265.742714 4058616 70
0.50 7.17 265.789726 4059334 150
0.50 6.24 265.836869 4060054 70
0.50 8.08 265.884732 4060785 100
0.50 8.33 265.933315 4061527 150
0.50 5.03 265.938357 4061604 150
0.50 7.41 265.978167 4062212 100
0.50 5.33 266.022625 4062891 45
0.50 5.35 266.070685 4063625 70
0.50 5.93 268.123429 4094976 30
0.50 6.10 268.474708 4100341 45
0.50 6.02 268.808571 4105440 100
0.50 6.79 268.939982 4107447 100
0.60 9.15 0.027958 427 14
0.60 10.56 0.058143 888 9
0.60 7.19 0.088524 1352 9
0.60 6.08 0.149417 2282 14
0.60 8.33 0.179536 2742 9
0.60 8.55 0.209786 3204 14
0.60 8.08 0.23997 3665 20
0.60 8.86 0.270155 4126 9
0.60 6.25 0.300208 4585 20
0.60 6.09 0.330065 5041 14
0.60 8.82 0.390893 5970 14
0.60 6.07 0.391417 5978 14
0.60 8.69 0.421208 6433 14
0.60 9.47 0.48197 7361 14
0.60 9.83 0.542077 8279 9
0.60 7.76 0.572458 8743 20
0.60 7.54 0.602381 9200 9
0.60 5.44 0.723054 11043 9
0.60 7.43 0.783619 11968 14
0.60 5.89 0.844185 12893 14
0.60 5.59 0.898202 13718 100
0.60 5.23 0.904423 13813 9
0.60 9.74 0.934214 14268 9
0.60 6.26 0.943381 14408 70
0.60 5.69 0.964399 14729 6
0.60 7.42 0.992554 15159 100
0.60 8.14 1.05456 16106 14
0.60 9.95 1.114863 17027 20
0.60 7.29 1.145244 17491 14
0.60 5.89 1.206071 18420 14
0.60 5.57 1.236583 18886 20
0.60 9.31 1.297607 19818 14
0.60 5.61 1.338661 20445 150
0.60 6.72 1.358893 20754 30
0.60 8.74 1.389077 21215 30
0.60 7.92 1.419 21672 14
0.60 6.20 1.448923 22129 6
0.60 10.05 1.479435 22595 14
0.60 7.38 1.491744 22783 150
0.60 7.95 1.509292 23051 9
0.60 7.11 1.544321 23586 150
0.60 7.99 1.569988 23978 14
0.60 7.89 1.592119 24316 150
0.60 5.49 1.600107 24438 6
0.60 10.61 1.630554 24903 14
0.60 12.67 1.661131 25370 20
0.60 9.42 1.691643 25836 14
0.60 8.50 1.721958 26299 9
0.60 6.65 1.729946 26421 70
0.60 9.86 1.779905 27184 100
0.60 5.50 1.783375 27237 100
0.60 6.64 1.827375 27909 100
0.60 6.20 1.846232 28197 100
0.60 6.03 1.904048 29080 14
0.60 8.63 1.934429 29544 9
0.60 7.53 1.994732 30465 14
0.60 9.90 2.025506 30935 14
0.60 9.91 2.116387 32323 9
0.60 7.17 2.116714 32328 9
0.60 5.73 2.177411 33255 45
0.60 9.31 2.206875 33705 14
0.60 8.43 2.23706 34166 9
0.60 6.48 2.237387 34171 9
0.60 9.85 2.267375 34629 9
0.60 5.23 2.297821 35094 6
0.60 10.67 2.328595 35564 14
0.60 7.20 2.359304 36033 9
0.60 5.02 2.390077 36503 14
0.60 9.20 2.421244 36979 9
0.60 5.05 2.421571 36984 9
0.60 8.81 2.452214 37452 14
0.60 8.01 2.5135 38388 14
0.60 6.27 2.544077 38855 20
0.60 11.52 2.574917 39326 14
0.60 9.87 2.605298 39790 20
0.60 8.24 2.635417 40250 9
0.60 6.94 2.66619 40720 6
0.60 9.08 2.696768 41187 14
0.60 6.22 2.727345 41654 14
0.60 8.92 2.757661 42117 14
0.60 9.08 2.788304 42585 9
0.60 7.74 2.81875 43050 9
0.60 5.25 2.879054 43971 14
0.60 5.39 2.909238 44432 14
0.60 9.32 2.939423 44893 20
0.60 6.78 2.969673 45355 14
0.60 6.52 3.000054 45819 14
0.60 5.77 3.030042 46277 9
0.60 10.35 3.120923 47665 14
0.60 10.55 3.151173 48127 14
0.60 6.84 3.181292 48587 6
0.60 11.76 3.211542 49049 14
0.60 9.40 3.27119 49960 9
0.60 6.30 3.271518 49965 9
0.60 11.83 3.301571 50424 14
0.60 8.66 3.33169 50884 14
0.60 7.92 3.362006 51347 20
0.60 6.43 3.392256 51809 14
0.60 5.37 3.452363 52727 6
0.60 6.77 3.482744 53191 9
0.60 10.77 3.512667 53648 14
0.60 6.43 3.51319 53656 14
0.60 7.61 3.542982 54111 14
0.60 6.32 3.573232 54573 14
0.60 5.25 3.603351 55033 14
0.60 9.23 3.633601 55495 20
0.60 9.83 3.66372 55955 14
0.60 6.07 3.694036 56418 6
0.60 9.62 3.724286 56880 9
0.60 7.58 3.754798 57346 14
0.60 14.46 3.845286 58728 20
0.60 8.18 3.875077 59183 9
0.60 12.04 3.905458 59647 14
0.60 5.48 3.935446 60105 14
0.60 6.64 3.965304 60561 4
0.60 7.47 3.995488 61022 9
0.60 11.36 4.025607 61482 20
0.60 6.64 4.055464 61938 9
0.60 9.03 4.115833 62860 20
0.60 11.60 4.176137 63781 14
0.60 10.87 4.206649 64247 14
0.60 6.72 4.267542 65177 14
0.60 9.33 4.298381 65648 20
0.60 5.14 4.299101 65659 20
0.60 11.36 4.328304 66105 14
0.60 9.59 4.389327 67037 20
0.60 10.23 4.419512 67498 9
0.60 6.80 4.4495 67956 14
0.60 6.75 4.479685 68417 9
0.60 11.92 4.539726 69334 14
0.60 5.95 4.54025 69342 14
0.60 12.25 4.599899 70253 14
0.60 7.77 4.630018 70713 14
0.60 7.76 4.689929 71628 9
0.60 7.37 4.720048 72088 14
0.60 8.11 4.750232 72549 9
0.60 7.95 4.780155 73006 14
0.60 5.12 4.867369 74338 100
0.60 12.15 4.899845 74834 20
0.60 13.56 4.930226 75298 14
0.60 5.56 4.93075 75306 14
0.60 8.60 4.960345 75758 14
0.60 6.03 4.990661 76221 9
0.60 5.27 4.999435 76355 70
0.60 6.68 5.021107 76686 14
0.60 6.89 5.051554 77151 9
0.60 12.46 5.082 77616 14
0.60 11.37 5.112315 78079 14
0.60 8.76 5.142958 78547 14
0.60 6.18 5.173601 79015 14
0.60 9.55 5.203917 79478 14
0.60 5.85 5.264613 80405 14
0.60 8.30 5.29519 80872 20
0.60 5.71 5.325833 81340 14
0.60 7.85 5.356411 81807 14
0.60 7.64 5.387446 82281 14
0.60 5.28 5.418679 82758 14
0.60 5.93 5.449256 83225 20
0.60 7.57 5.480423 83701 20
0.60 6.11 5.541446 84633 14
0.60 6.96 5.602536 85566 14
0.60 8.67 5.632851 86029 14
0.60 7.51 5.663625 86499 9
0.60 6.03 5.663952 86504 9
0.60 5.87 5.694202 86966 9
0.60 9.93 5.72478 87433 9
0.60 6.66 5.755357 87900 6
0.60 8.75 5.816577 88835 20
0.60 10.97 5.847351 89305 14
0.60 5.99 5.908506 90239 20
0.60 5.37 6.016018 91881 100
0.60 7.11 6.030685 92105 14
0.60 10.07 6.061196 92571 9
0.60 5.53 6.091839 93039 100
0.60 5.69 6.137673 93739 100
0.60 8.46 6.18547 94469 100
0.60 9.15 6.214935 94919 14
0.60 8.20 6.232351 95185 100
0.60 6.63 6.278774 95894 100
0.60 6.17 6.32847 96653 150
0.60 6.97 6.373911 97347 45
0.60 9.88 6.400167 97748 14
0.60 5.91 6.421577 98075 100
0.60 7.89 6.431399 98225 14
0.60 5.92 6.474482 98883 100
0.60 9.21 6.493732 99177 14
0.60 8.73 6.524179 99642 30
0.60 6.67 6.555083 100114 9
0.60 5.33 6.575839 100431 100
0.60 10.11 6.586185 100589 14
0.60 6.90 6.616827 101057 20
0.60 9.57 6.678179 101994 20
0.60 5.51 6.70869 102460 14
0.60 7.54 6.739268 102927 14
0.60 10.43 6.769649 103391 14
0.60 6.42 6.783333 103600 70
0.60 9.07 6.799899 103853 14
0.60 11.05 6.827923 104281 100
0.60 8.78 6.831262 104332 100
0.60 5.14 6.86053 104779 6
0.60 5.75 6.890583 105238 6
0.60 9.67 6.920768 105699 70
0.60 5.33 6.923125 105735 70
0.60 10.18 6.951345 106166 14
0.60 8.78 6.968435 106427 100
0.60 7.77 6.98153 106627 20
0.60 7.96 7.014988 107138 100
0.60 7.15 7.062982 107871 100
0.60 10.61 7.072476 108016 14
0.60 10.17 7.103119 108484 14
0.60 7.04 7.133565 108949 14
0.60 8.70 7.163881 109412 14
0.60 6.50 7.22497 110345 9
0.60 5.37 7.255482 110811 14
0.60 10.25 7.285994 111277 14
0.60 5.01 7.302036 111522 30
0.60 10.48 7.31644 111742 14
0.60 5.06 7.317226 111754 20
